#TYPE Selected.AwsAction
"ServiceName","Action","Description","AccessLevel","DocLink"
"AWS App2Container","a2c:GetContainerizationJobDetails","Grants permission to get the details of all Containerization jobs","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapp2container.html"
"AWS App2Container","a2c:GetDeploymentJobDetails","Grants permission to get the details of all Deployment jobs","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapp2container.html"
"AWS App2Container","a2c:StartContainerizationJob","Grants permission to start a Containerization job","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapp2container.html"
"AWS App2Container","a2c:StartDeploymentJob","Grants permission to start a Deploymnet job","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsapp2container.html"
"Alexa for Business","a4b:ApproveSkill","Grants permission to associate a skill with the organization under the customer's AWS account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:AssociateContactWithAddressBook","Grants permission to associate a contact with a given address book","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:AssociateDeviceWithNetworkProfile","Grants permission to associate a device with the specified network profile","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:AssociateDeviceWithRoom","Grants permission to associate device with given room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:AssociateSkillGroupWithRoom","Grants permission to associate the skill group with given room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:AssociateSkillWithSkillGroup","Grants permission to associate a skill with a skill group","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:AssociateSkillWithUsers","Grants permission to make a private skill available for enrolled users to enable on their devices","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CompleteRegistration","Grants permission to complete the operation of registering an Alexa device","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateAddressBook","Grants permission to create an address book with the specified details","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateBusinessReportSchedule","Grants permission to create a recurring schedule for usage reports to deliver to the specified S3 location with a specified daily or weekly interval","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateConferenceProvider","Grants permission to add a new conference provider under the user's AWS account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateContact","Grants permission to create a contact with the specified details","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateGatewayGroup","Grants permission to create a gateway group with the specified details","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateNetworkProfile","Grants permission to create a network profile with the specified details","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateProfile","Grants permission to create a new profile","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateRoom","Grants permission to create room with the specified details","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateSkillGroup","Grants permission to create a skill group with given name and description","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:CreateUser","Grants permission to create a user","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteAddressBook","Grants permission to delete an address book by the address book ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteBusinessReportSchedule","Grants permission to delete the recurring report delivery schedule with the specified schedule ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteConferenceProvider","Grants permission to delete a conference provider","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteContact","Grants permission to delete a contact by the contact ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteDevice","Grants permission to remove a device from Alexa For Business","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteDeviceUsageData","Grants permission to delete the device's entire previous history of voice input data and associated response data","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteGatewayGroup","Grants permission to delete a gateway group","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteNetworkProfile","Grants permission to delete a network profile by the network profile ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteProfile","Grants permission to delete profile by profile ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteRoom","Grants permission to delete room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteRoomSkillParameter","Grants permission to delete a parameter from a skill and room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteSkillAuthorization","Grants permission to unlink a third-party account from a skill","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteSkillGroup","Grants permission to delete skill group with skill group ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DeleteUser","Grants permission to delete a user","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DisassociateContactFromAddressBook","Grants permission to disassociate a contact from a given address book","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DisassociateDeviceFromRoom","Grants permission to disassociate device from its current room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DisassociateSkillFromSkillGroup","Grants permission to disassociate a skill from a skill group","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DisassociateSkillFromUsers","Grants permission to make a private skill unavailable for enrolled users and prevent them from enabling it on their devices","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:DisassociateSkillGroupFromRoom","Grants permission to disassociate the skill group from given room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ForgetSmartHomeAppliances","Grants permission to forget smart home appliances associated to a room","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetAddressBook","Grants permission to get the address book details by the address book ARN","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetConferencePreference","Grants permission to retrieve the existing conference preferences","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetConferenceProvider","Grants permission to get details about a specific conference provider","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetContact","Grants permission to get the contact details by the contact ARN","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetDevice","Grants permission to get device details","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetGateway","Grants permission to retrieve the details of a gateway","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetGatewayGroup","Grants permission to retrieve the details of a gateway group","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetInvitationConfiguration","Grants permission to retrieve the configured values for the user enrollment invitation email template","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetNetworkProfile","Grants permission to get the network profile details by the network profile ARN","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetProfile","Grants permission to get profile when provided with Profile ARN","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetRoom","Grants permission to get room details","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetRoomSkillParameter","Grants permission to get an existing parameter that has been set for a skill and room","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:GetSkillGroup","Grants permission to get skill group details with skill group ARN","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListBusinessReportSchedules","Grants permission to list the details of the schedules that a user configured","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListConferenceProviders","Grants permission to list conference providers under a specific AWS account","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListDeviceEvents","Grants permission to list the device event history, including device connection status, for up to 30 days","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListGatewayGroups","Grants permission to list gateway group summaries","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListGateways","Grants permission to list gateway summaries","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListSkills","Grants permission to list skills","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListSkillsStoreCategories","Grants permission to list all categories in the Alexa skill store","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListSkillsStoreSkillsByCategory","Grants permission to list all skills in the Alexa skill store by category","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListSmartHomeAppliances","Grants permission to list all of the smart home appliances associated with a room","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ListTags","Grants permission to list all tags on a resource","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:PutConferencePreference","Grants permission to set the conference preferences on a specific conference provider at the account level","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:PutDeviceSetupEvents","Grants permission to publish Alexa device setup events","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:PutInvitationConfiguration","Grants permission to configure the email template for the user enrollment invitation with the specified attributes","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:PutRoomSkillParameter","Grants permission to put a room specific parameter for a skill","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:PutSkillAuthorization","Grants permission to link a user's account to a third-party skill provider","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:RegisterAVSDevice","Grants permission to register an Alexa-enabled device built by an Original Equipment Manufacturer (OEM) using Alexa Voice Service (AVS)","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:RegisterDevice","Grants permission to register an Alexa device","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:RejectSkill","Grants permission to disassociate a skill from the organization under a user's AWS account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:ResolveRoom","Grants permission to resolve room information","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:RevokeInvitation","Grants permission to revoke an invitation","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchAddressBooks","Grants permission to search address books and list the ones that meet a set of filter and sort criteria","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchContacts","Grants permission to search contacts and list the ones that meet a set of filter and sort criteria","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchDevices","Grants permission to search for devices","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchNetworkProfiles","Grants permission to search network profiles and list the ones that meet a set of filter and sort criteria","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchProfiles","Grants permission to search for profiles","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchRooms","Grants permission to search for rooms","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchSkillGroups","Grants permission to search for skill groups","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SearchUsers","Grants permission to search for users","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SendAnnouncement","Grants permission to trigger an asynchronous flow to send text, SSML, or audio announcements to rooms that are identified by a search or filter","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:SendInvitation","Grants permission to send an invitation to a user","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:StartDeviceSync","Grants permission to restore the device and its account to its known, default settings by clearing all information and settings set by its previous users","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:StartSmartHomeApplianceDiscovery","Grants permission to initiate the discovery of any smart home appliances associated with the room","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:TagResource","Grants permission to add metadata tags to a resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UntagResource","Grants permission to remove metadata tags from a resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateAddressBook","Grants permission to update address book details by the address book ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateBusinessReportSchedule","Grants permission to update the configuration of the report delivery schedule with the specified schedule ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateConferenceProvider","Grants permission to update an existing conference provider's settings","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateContact","Grants permission to update the contact details by the contact ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateDevice","Grants permission to update device name","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateGateway","Grants permission to update the details of a gateway","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateGatewayGroup","Grants permission to update the details of a gateway group","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateNetworkProfile","Grants permission to update a network profile by the network profile ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateProfile","Grants permission to update an existing profile","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateRoom","Grants permission to update room details","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"Alexa for Business","a4b:UpdateSkillGroup","Grants permission to update skill group details with skill group ARN","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_alexaforbusiness.html"
"AWS IAM Access Analyzer","access-analyzer:ApplyArchiveRule","Grants permission to apply an archive rule","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:CancelPolicyGeneration","Grants permission to cancel a policy generation","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:CreateAccessPreview","Grants permission to create an access preview for the specified analyzer","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:CreateAnalyzer","Grants permission to create an analyzer","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:CreateArchiveRule","Grants permission to create an archive rule for the specified analyzer","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:DeleteAnalyzer","Grants permission to delete the specified analyzer","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:DeleteArchiveRule","Grants permission to delete archive rules for the specified analyzer","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:GetAccessPreview","Grants permission to retrieve information about an access preview","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:GetAnalyzedResource","Grants permission to retrieve information about an analyzed resource","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:GetAnalyzer","Grants permission to retrieve information about analyzers","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:GetArchiveRule","Grants permission to retrieve information about archive rules for the specified analyzer","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:GetFinding","Grants permission to retrieve findings","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:GetGeneratedPolicy","Grants permission to retrieve a policy that was generated using StartPolicyGeneration","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListAccessPreviewFindings","Grants permission to retrieve a list of findings from an access preview","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListAccessPreviews","Grants permission to retrieve a list of access previews","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListAnalyzedResources","Grants permission to retrieve a list of resources that have been analyzed","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListAnalyzers","Grants permission to retrieves a list of analyzers","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListArchiveRules","Grants permission to retrieve a list of archive rules from an analyzer","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListFindings","Grants permission to retrieve a list of findings from an analyzer","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListPolicyGenerations","Grants permission to list all the recently started policy generations","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ListTagsForResource","Grants permission to retrieve a list of tags applied to a resource","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:StartPolicyGeneration","Grants permission to start a policy generation","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:StartResourceScan","Grants permission to start a scan of the policies applied to a resource","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:TagResource","Grants permission to add a tag to a resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:UntagResource","Grants permission to remove a tag from a resource","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:UpdateArchiveRule","Grants permission to modify an archive rule","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:UpdateFindings","Grants permission to modify findings","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS IAM Access Analyzer","access-analyzer:ValidatePolicy","Grants permission to validate a policy","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsiamaccessanalyzer.html"
"AWS Account Management","account:CloseAccount","Grants permission to close an account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:DeleteAlternateContact","Grants permission to delete the alternate contacts for an account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:DisableRegion","Grants permission to disable use of a Region","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:EnableRegion","Grants permission to enable use of a Region","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:GetAccountInformation","Grants permission to retrieve the account information for an account","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:GetAlternateContact","Grants permission to retrieve the alternate contacts for an account","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:GetChallengeQuestions","Grants permission to retrieve the challenge questions for an account","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:GetContactInformation","Grants permission to retrieve the primary contact information for an account","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:ListRegions","Grants permission to list the available Regions","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:PutAlternateContact","Grants permission to modify the alternate contacts for an account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:PutChallengeQuestions","Grants permission to modify the challenge questions for an account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Account Management","account:PutContactInformation","Grants permission to update the primary contact information for an account","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsaccountmanagement.html"
"AWS Certificate Manager","acm:AddTagsToCertificate","Grants permission to add one or more tags to a certificate","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:DeleteCertificate","Grants permission to delete a certificate and its associated private key","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:DescribeCertificate","Grants permission to retreive a certificates and its metadata","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:ExportCertificate","Grants permission to export a private certificate issued by a private certificate authority (CA) for use anywhere","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:GetAccountConfiguration","Grants permission to retrieve account level configuration from AWS Certificate Manager","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:GetCertificate","Grants permission to retrieve a certificate and certificate chain for a certificate ARN","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:ImportCertificate","Grants permission to import a 3rd party certificate into AWS Certificate Manager (ACM)","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:ListCertificates","Grants permission to retrieve a list of the certificate ARNs and the domain name for each ARN","List","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:ListTagsForCertificate","Grants permission to lists the tags that have been associated with a certificate","Read","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:PutAccountConfiguration","Grants permission to update account level configuration in AWS Certificate Manager","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:RemoveTagsFromCertificate","Grants permission to remove one or more tags from a certificate","Tagging","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:RenewCertificate","Grants permission to renew an eligible private certificate","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:RequestCertificate","Grants permission to requests a public or private certificate","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:ResendValidationEmail","Grants permission to resend an email to request domain ownership validation","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Certificate Manager","acm:UpdateCertificateOptions","Grants permission to update a certificate configuration. Use this to specify whether to opt in to or out of certificate transparency logging","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awscertificatemanager.html"
"AWS Private Certificate Authority","acm-pca:CreateCertificateAuthority","Grants permission to create an AWS Private CA and its associated private key and configuration","Write","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsprivatecertificateauthority.html"
